label,hyper,coin_key,tf,timestamp,open,high,low,close,volume
PENGU,PENGU-USDC,PENGU,1m,1773387240000,0.007385,0.007385,0.007385,0.007385,4027.0
PENGU,PENGU-USDC,PENGU,1m,1773387300000,0.007385,0.007385,0.007385,0.007385,2383.0
PENGU,PENGU-USDC,PENGU,1m,1773387360000,0.007387,0.007392,0.007387,0.007392,6472.0
PENGU,PENGU-USDC,PENGU,1m,1773387420000,0.007392,0.007399,0.007392,0.007399,312961.0
PENGU,PENGU-USDC,PENGU,1m,1773387480000,0.007384,0.007384,0.007384,0.007384,13113.0
PENGU,PENGU-USDC,PENGU,1m,1773387540000,0.007375,0.007375,0.007375,0.007375,2691.0
PENGU,PENGU-USDC,PENGU,1m,1773387600000,0.007373,0.00738,0.007373,0.00738,101941.0
PENGU,PENGU-USDC,PENGU,1m,1773387660000,0.00738,0.00738,0.007377,0.007377,5716.0
PENGU,PENGU-USDC,PENGU,1m,1773387720000,0.007377,0.007377,0.007377,0.007377,0.0
PENGU,PENGU-USDC,PENGU,1m,1773387780000,0.007385,0.007385,0.007382,0.007383,4949.0
PENGU,PENGU-USDC,PENGU,1m,1773387840000,0.007384,0.007384,0.007383,0.007383,8111.0
PENGU,PENGU-USDC,PENGU,1m,1773387900000,0.007383,0.007383,0.007383,0.007383,2125.0
PENGU,PENGU-USDC,PENGU,1m,1773387960000,0.007383,0.007383,0.007383,0.007383,0.0
PENGU,PENGU-USDC,PENGU,1m,1773388020000,0.007383,0.007383,0.007383,0.007383,0.0
PENGU,PENGU-USDC,PENGU,1m,1773388080000,0.007394,0.007394,0.007388,0.007388,6885.0
PENGU,PENGU-USDC,PENGU,1m,1773388140000,0.007388,0.007388,0.007388,0.007388,0.0
PENGU,PENGU-USDC,PENGU,1m,1773388200000,0.007393,0.007408,0.007393,0.007408,103019.0
PENGU,PENGU-USDC,PENGU,1m,1773388260000,0.007393,0.007394,0.007393,0.007394,4170.0
PENGU,PENGU-USDC,PENGU,1m,1773388320000,0.007393,0.007393,0.007393,0.007393,5846.0
PENGU,PENGU-USDC,PENGU,1m,1773388380000,0.007392,0.007394,0.007392,0.007394,7926.0
